lexeme,synset,std_drift,iqr_drift,kde_peak,num_dimensions,any_significant
stammbuch,s10937,330.1482331143237,510.8778339395892,0.0030287921910205,2048,True
stammbuch,s10971,330.04060191328585,510.66724429809,0.0030303633882595724,2048,False
schnabel,s25993,330.17721777087417,510.945308172172,0.003028360868449239,2048,True
schnabel,s26449,330.1610125725086,510.90404295462133,0.0030286031622943047,2048,True
atmosphäre,s42158,330.1516261715152,510.88001718312904,0.0030287427144170876,2048,True
atmosphäre,s14251,330.2023959910472,511.0044754292025,0.003027982651460727,2048,True
atmosphäre,s33676,329.9876110940179,510.48108701047715,0.003031251969819114,2048,True
atmosphäre,s42868,330.1576106849055,510.9125322404547,0.0030286522244102913,2048,True
diarium,s29492,330.1625314154079,510.9235118194576,0.0030285766233475587,2048,False
diarium,s10919,330.16113983971337,510.89966147928357,0.0030286016776745923,2048,True
kasse,s74827,330.1593764175239,510.90307054159166,0.003028627957293812,2048,True
kasse,s74907,330.1503936577455,510.88075781665293,0.0030287622560830657,2048,True
kasse,s6521,330.04738771958444,510.64054825148133,0.0030302918257483448,2048,False
kasse,s25445,330.1478998227022,510.87667592439476,0.0030287984333013454,2048,True
kasse,s25245,330.06113274995414,510.6609577052859,0.0030300814153153004,2048,False
kasse,s22803,330.00437848056157,510.5781709752199,0.003030959784909073,2048,True
universität,s9426,330.09018026228375,510.7302649635823,0.0030296507439676185,2048,True
universität,s24528,330.2139737846146,511.0376486366456,0.003027807993702254,2048,True
universität,s75975,329.931264624641,510.3534285961273,0.003032119114897509,2048,True
blatt,s33132,330.0096406321106,510.5269231588745,0.003030898534491228,2048,False
blatt,s25671,330.00333606665424,510.5110820210433,0.003030993247077623,2048,False
blatt,s10649,330.2163906704206,511.0416848304294,0.003027770971115195,2048,True
blatt,s85055,330.1227409349169,510.80674807112507,0.0030291689657927054,2048,False
blatt,s46736,330.1539705572208,510.90717223691365,0.0030287072525573533,2048,True
blatt,s11270,330.1746593265113,510.93895652640293,0.0030284003583428668,2048,True
block,s15791,330.06321720939474,510.6654754305756,0.003030054453819598,2048,True
block,s107180,330.1677516039335,510.92685330564564,0.003028502698626023,2048,True
block,s11307,330.06741392443877,510.67603924707436,0.0030299851890976453,2048,False
block,s9544,330.07996231751184,510.73902108258073,0.003029792647600758,2048,True
block,s33659,330.12704606907477,510.8439822370331,0.003029097676780147,2048,False
klappe,s110889,330.02347638697506,510.59329859807895,0.0030306737729587784,2048,False
klappe,s6029,330.15250421295667,510.88438050530505,0.0030287308793632874,2048,True
klappe,s25993,330.22022334222703,511.0521000825445,0.0030277133173300308,2048,True
pinsel,s8330,330.1905212138707,510.98283369586153,0.003028160792143541,2048,True
pinsel,s37889,329.9570236878308,510.4442107919815,0.003031700544398258,2048,False
maske,s106689,330.18043055623144,510.9574679038879,0.003028313230653204,2048,True
decke,s10206,330.18473163008025,510.9603611916427,0.0030282486492369588,2048,True
decke,s73206,329.9669142261088,510.40845974765614,0.003031575782524262,2048,True
decke,s7419,330.1643822241987,510.9105573991929,0.0030285534465005156,2048,True
pflaster,s7930,330.01947157579406,510.57949754663053,0.0030307446258346555,2048,True
pflaster,s47771,330.2169546464021,511.0443783263208,0.0030277626621261424,2048,True
virus,s50968,330.2307360100801,511.0785451300837,0.0030275536268047146,2048,True
virus,s64010,330.0490211690619,510.64094483347674,0.0030302644082389075,2048,True
kartenspiel,s25671,329.8469560379243,510.2230003447127,0.0030333732088769164,2048,True
kartenspiel,s11135,330.10302990083636,510.769407620116,0.0030294595556959727,2048,True
gesichtsmaske,s63143,330.159045023382,510.93206850461036,0.003028624727061869,2048,False
gesichtsmaske,s63142,330.007136143154,510.53876979824236,0.0030309372499833886,2048,True
fuß,s33599,330.0950784259021,510.76842277663303,0.0030295733853232787,2048,False
fuß,s6390,330.0128021131359,510.5489969391147,0.0030308402889481514,2048,False
fuß,s26149,330.20768722378847,511.017697468388,0.003027902804158601,2048,True
fuß,s110427,329.93993053117373,510.41538886253153,0.003031974842041388,2048,True
