significant_drift,mean_std_drift,median_std_drift,mean_iqr_drift,median_iqr_drift,mean_kde_peak,median_kde_peak,synset_count
False,330.0671202663901,330.06113274995414,510.69054403825913,510.66724429809,0.00303000985329707,0.0030300814153153004,17
True,330.1166278729678,330.14990501852844,510.8036738776613,510.8789255613591,0.0030292737141869143,0.0030287694167039987,62
