,1901-1910,1911-1920,1961-1970,1971-1980,1981-1990,1991-2000
1901-1910,0.0,0.492,0.263,0.401,0.816,0.417
1911-1920,0.492,0.0,0.926,0.851,0.846,0.859
1961-1970,0.263,0.926,0.0,0.77,1.0,0.485
1971-1980,0.401,0.851,0.77,0.0,1.0,1.0
1981-1990,0.816,0.846,1.0,1.0,0.0,1.0
1991-2000,0.417,0.859,0.485,1.0,1.0,0.0
