,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.299,0.51,0.386,0.5,0.103,0.116,0.042,0.555,0.153,0.093,0.012
1911-1920,0.299,0.0,0.268,0.088,0.604,0.078,0.014,0.008,0.243,0.006,0.005,0.015
1921-1930,0.51,0.268,0.0,0.768,0.133,0.103,0.182,0.208,0.392,0.028,0.195,0.001
1931-1940,0.386,0.088,0.768,0.0,0.414,0.342,0.359,0.294,0.751,0.257,0.62,0.254
1941-1950,0.5,0.604,0.133,0.414,0.0,0.726,0.485,0.35,0.79,0.139,0.743,0.262
1951-1960,0.103,0.078,0.103,0.342,0.726,0.0,0.063,0.384,0.298,0.085,0.406,0.169
1961-1970,0.116,0.014,0.182,0.359,0.485,0.063,0.0,0.031,0.533,0.011,0.007,0.012
1971-1980,0.042,0.008,0.208,0.294,0.35,0.384,0.031,0.0,0.625,0.051,0.509,0.21
1981-1990,0.555,0.243,0.392,0.751,0.79,0.298,0.533,0.625,0.0,0.517,0.436,0.126
1991-2000,0.153,0.006,0.028,0.257,0.139,0.085,0.011,0.051,0.517,0.0,0.014,0.033
2001-2010,0.093,0.005,0.195,0.62,0.743,0.406,0.007,0.509,0.436,0.014,0.0,0.578
2011-2018,0.012,0.015,0.001,0.254,0.262,0.169,0.012,0.21,0.126,0.033,0.578,0.0
