event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1961-1970,1971-1980,6.238263791334773,0.031,1,1971-1980,consecutive
1,1991-2000,2001-2010,5.474569865041011,0.014,2,"2001-2010,2011-2018",consecutive
2,1911-1920,1961-1970,7.041461711119887,0.014,5,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",sudden_shift
