synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10206,decke,1901-1910,1911-1920,0.008542383000339805,0.5648611431025403
s10206,decke,1911-1920,1921-1930,0.006022424603596297,0.2636004500358151
s10206,decke,1921-1930,1931-1940,0.020823026763251554,0.5238875998377102
s10206,decke,1931-1940,1941-1950,0.010061811064303587,0.28230511619587284
s10206,decke,1941-1950,1951-1960,0.016552195673944708,0.6047038076367335
s10206,decke,1951-1960,1961-1970,0.0274383627493699,0.12633271453036432
s10206,decke,1961-1970,1971-1980,0.029177245153709962,0.2234909642493344
s10206,decke,1971-1980,1981-1990,0.012177582609312518,0.4638033269026939
s10206,decke,1981-1990,1991-2000,0.006571541033448881,0.40059950418304113
s10206,decke,1991-2000,2001-2010,0.023368085456404203,0.0972355336891735
