timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1951-1960,3,6.525095829178039,0.0
1921-1930,2011-2018,9,8.026756594619815,0.001
1941-1950,1951-1960,1,6.782442010889714,0.001
1901-1910,1971-1980,7,7.339774554879323,0.002
1901-1910,1991-2000,9,7.13374937651884,0.002
1951-1960,1971-1980,2,7.3083517772708735,0.002
1911-1920,1971-1980,6,6.949676352174938,0.003
1901-1910,1951-1960,5,7.3137374541367155,0.003
1921-1930,1971-1980,5,6.645880690883728,0.004
1931-1940,2011-2018,8,8.185842125582935,0.005
1911-1920,1951-1960,4,6.6268033263332216,0.007
1911-1920,2011-2018,10,8.314125131823516,0.008
1931-1940,1951-1960,2,6.657600755688723,0.008
1931-1940,1971-1980,4,6.759050425032926,0.009
1941-1950,1971-1980,3,6.566307597283145,0.009
1941-1950,2011-2018,7,8.129392202198128,0.01
1941-1950,1991-2000,5,6.306885451409193,0.013
1901-1910,2011-2018,11,8.562737067264846,0.017
1951-1960,2001-2010,5,6.758852761458565,0.033
1901-1910,2001-2010,10,6.865287297996013,0.035
2001-2010,2011-2018,1,8.19353899886239,0.042
1921-1930,1941-1950,2,5.500514222710747,0.043
