,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1981-1990
1911-1920,0.0,0.334,0.286,0.237,0.384,0.236
1921-1930,0.334,0.0,0.133,0.144,0.215,0.133
1931-1940,0.286,0.133,0.0,1.0,1.0,1.0
1941-1950,0.237,0.144,1.0,0.0,1.0,1.0
1951-1960,0.384,0.215,1.0,1.0,0.0,1.0
1981-1990,0.236,0.133,1.0,1.0,1.0,0.0
