,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1981-1990
1911-1920,0.0,11.170329089107266,21.391168878271586,21.141446110518064,18.081915604607143,21.552390795172848
1921-1930,11.170329089107266,0.0,20.56950032550484,20.450650993337685,16.79881226319565,20.803433693503113
1931-1940,21.391168878271586,20.56950032550484,0.0,26.782719431147907,22.172672500937708,25.31009197575734
1941-1950,21.141446110518064,20.450650993337685,26.782719431147907,0.0,22.503045850547817,24.836471277733963
1951-1960,18.081915604607143,16.79881226319565,22.172672500937708,22.503045850547817,0.0,20.91994945223784
1981-1990,21.552390795172848,20.803433693503113,25.31009197575734,24.836471277733963,20.91994945223784,0.0
