,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.713,0.06,0.016,0.009,0.045,0.0,0.0,0.0,0.0,0.0,0.0
1911-1920,0.713,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921-1930,0.06,0.18,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0
1931-1940,0.016,0.0,0.0,0.0,0.125,0.844,0.046,0.001,0.005,0.0,0.0,0.0
1941-1950,0.009,0.0,0.0,0.125,0.0,0.862,0.134,0.001,0.004,0.0,0.001,0.0
1951-1960,0.045,0.0,0.024,0.844,0.862,0.0,0.369,0.398,0.515,0.203,0.205,0.572
1961-1970,0.0,0.0,0.0,0.046,0.134,0.369,0.0,0.208,0.268,0.0,0.002,0.002
1971-1980,0.0,0.0,0.0,0.001,0.001,0.398,0.208,0.0,0.593,0.0,0.0,0.0
1981-1990,0.0,0.0,0.0,0.005,0.004,0.515,0.268,0.593,0.0,0.0,0.012,0.001
1991-2000,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.047,0.015
2001-2010,0.0,0.0,0.0,0.0,0.001,0.205,0.002,0.0,0.012,0.047,0.0,0.079
2011-2018,0.0,0.0,0.0,0.0,0.0,0.572,0.002,0.0,0.001,0.015,0.079,0.0
