timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1961-1970,6,5.687355272142675,0.0
1901-1910,1991-2000,9,4.171440905330662,0.0
1901-1910,1981-1990,8,5.321533125515429,0.0
1901-1910,1971-1980,7,5.715902296572015,0.0
1901-1910,2001-2010,10,4.684074110155098,0.0
1911-1920,1941-1950,3,4.158941066446932,0.0
1911-1920,1931-1940,2,3.6682072085137127,0.0
1901-1910,2011-2018,11,4.6264892756839044,0.0
1911-1920,1961-1970,5,6.144277889415334,0.0
1911-1920,1971-1980,6,5.9121525750379424,0.0
1911-1920,1981-1990,7,5.554079417417755,0.0
1911-1920,1951-1960,4,5.150798831040191,0.0
1911-1920,1991-2000,8,4.202718286998941,0.0
1921-1930,1931-1940,1,3.1888027497812246,0.0
1911-1920,2011-2018,10,4.896665330252406,0.0
1911-1920,2001-2010,9,4.835611995175332,0.0
1931-1940,1991-2000,6,3.28211545074863,0.0
1921-1930,2001-2010,8,4.3129793906359355,0.0
1921-1930,2011-2018,9,4.176468644548445,0.0
1921-1930,1941-1950,2,3.700769921082634,0.0
1921-1930,1961-1970,4,5.491766830182983,0.0
1921-1930,1971-1980,5,5.1730415076667295,0.0
1921-1930,1981-1990,6,4.798199170893252,0.0
1921-1930,1991-2000,7,3.680342125992753,0.0
1931-1940,2001-2010,7,3.363354049242119,0.0
1971-1980,2001-2010,3,4.377782916999043,0.0
1971-1980,2011-2018,4,4.053484609337747,0.0
1981-1990,1991-2000,1,4.1009765097983175,0.0
1941-1950,2011-2018,7,4.065788001358013,0.0
1961-1970,1991-2000,3,5.301334856877793,0.0
1941-1950,1991-2000,5,3.933718926158291,0.0
1931-1940,2011-2018,8,3.4970370537202626,0.0
1971-1980,1991-2000,2,4.933085507821729,0.0
1981-1990,2011-2018,3,3.6511732854302075,0.001
1941-1950,1971-1980,3,3.8341415019388334,0.001
1941-1950,2001-2010,6,3.7287801785409176,0.001
1931-1940,1971-1980,4,3.836838449972729,0.001
1961-1970,2001-2010,4,4.820224922795043,0.002
1961-1970,2011-2018,5,4.856290641469036,0.002
1941-1950,1981-1990,4,3.5358448774768836,0.004
1931-1940,1981-1990,5,3.2518336000471284,0.005
1901-1910,1941-1950,4,4.024736025241352,0.009
1981-1990,2001-2010,2,3.46741264054438,0.012
1991-2000,2011-2018,2,3.162836973449004,0.015
1901-1910,1931-1940,3,3.6351802480615567,0.016
1921-1930,1951-1960,3,4.323976328205513,0.024
1901-1910,1951-1960,5,4.796164246752609,0.045
1931-1940,1961-1970,3,3.865139055418723,0.046
1991-2000,2001-2010,1,2.9875439955505843,0.047
