1921-1930,1931-1940,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
-0.7060157721862197,2.3536484837532043,-1.3633292093873024,0.11125119775533676,-0.7819089144468307,0.5761518254876137,0.24445515219122171
0.03258897550404072,0.16203254461288452,-0.3312584161758423,-0.49724948965013027,-0.06182744540274143,0.23468159139156342,0.32092710956931114
-0.06951643037609756,-0.06402669521048665,-0.8706945362500846,-0.08824992179870605,1.044605940580368,-0.6029021292924881,0.09282874315977097
-0.09675981663167477,-0.3718617558479309,0.6668246984481812,-0.2327294945716858,-0.35234639048576355,0.312678474932909,0.016928567027207464
0.5560609176754951,-0.6644324325025082,-1.130027387291193,1.4326817095279694,-0.084816113114357,0.0007463716901838779,-0.31283999129664153
0.5465373247861862,-0.32317203283309937,0.2968069314956665,-0.6185683310031891,0.3613366447389126,0.5504806078970432,-0.07798552513122559
-0.7221329339663498,1.0550370514392853,-0.68287044018507,0.6560849472880363,-0.6116268932819366,1.101312831044197,-0.5683068167418242
-0.05353964492678642,-0.9942951127886772,0.9960591718554497,-1.3925524055957794,1.0407759845256805,0.04137835279107094,-0.35753866052255034
-0.15402022236958146,0.7681100647896528,-0.5098400115966797,0.17456793785095215,-0.7295269072055817,0.37812427058815956,-0.13085442641749978
0.3027963248314336,-0.46234383434057236,-0.05407397449016571,0.09738913178443909,0.0936422199010849,-0.09999247267842293,0.05404766753781587
-0.5972242522984743,0.486457284539938,-0.1639414094388485,-0.4169174134731293,-0.054106950759887695,0.43612710013985634,-0.05613889545202255
0.7394140053656884,-0.7289608269929886,0.17840130627155304,0.5448652505874634,-0.29202636051923037,0.12817140016704798,-0.284608693793416
0.46883170399814844,-0.6501715183258057,-0.12343424558639526,0.4164315313100815,-0.7394271939992905,0.03306673467159271,0.06760560348629951
0.4478436722420156,-0.6137096732854843,0.013904795050621033,0.6997048854827881,-0.4756554067134857,0.0607166662812233,0.052434951066970825
-1.1564079765230417,0.9728423580527306,0.46825263649225235,-0.3254564478993416,-0.15402363426983356,0.16124208830296993,0.026127369608730078
-0.03401278145611286,0.23681623255833983,-0.3430524221621454,0.0490378737449646,-0.30510959029197693,0.2587197795510292,0.29456329345703125
-0.5225426517426968,0.24843205511569977,0.31169410049915314,0.10123664140701294,0.007737517356872559,0.05784180189948529,-0.10546804673504084
0.38369127456098795,-0.466474324464798,0.7285597771406174,-0.6093431860208511,0.18751761317253113,-0.19757762551307678,-0.06428693607449532
-0.1419242238625884,0.5533356443047523,0.07130401581525803,-0.2609569998458028,-0.16725136619061232,0.038053181022405624,0.06411994248628616
-0.08862303756177425,0.1544876992702484,-0.45424357056617737,0.4049069881439209,0.6933525204658508,-0.013319301884621382,-0.40534660732373595
0.5755065800622106,-0.5097320973873138,-0.4203823059797287,0.28309476375579834,-0.18740959465503693,0.5683970991522074,-0.011485912837088108
1.0531491816509515,-1.0887539386749268,-0.4903869032859802,-0.1251710057258606,-0.3798277974128723,0.6522618159651756,0.04222477995790541
0.1673739580437541,-0.5551293240860105,-0.05699563026428223,1.4306446313858032,-0.7670387998223305,-0.10776720196008682,0.18805943429470062
0.015092526562511921,-0.5964031219482422,0.6266789138317108,0.4469614028930664,-0.603010892868042,-0.3099987730383873,0.0969987902790308
0.7633496001362801,0.6381345763802528,0.014385856688022614,-0.34925972670316696,-0.577175997197628,0.04219910502433777,-0.038252465426921844
0.4566537383943796,-0.3034179210662842,0.14791172742843628,0.4752647280693054,-0.4228038787841797,-0.5008624717593193,0.04023418202996254
-0.5532797705382109,-0.779056966304779,0.7169237732887268,0.8459023237228394,-0.2034948170185089,0.39870685897767544,-0.4243875425308943
0.39894903264939785,-0.33235062658786774,-0.5038388036191463,0.6204959563910961,-0.0009729266166687012,0.02412448823451996,-0.3932177200913429
-0.2717956663109362,0.4557964615523815,0.0011513717472553253,0.15552982687950134,0.40804362297058105,-0.41161827370524406,0.066178098320961
0.6309774871915579,0.1275309920310974,-0.8036250667646527,0.5070402519777417,-0.4229004681110382,0.1305800937116146,-0.13309762883000076
-0.38467384618707,0.6675993725657463,-0.8418009802699089,0.39799192547798157,0.46224573254585266,-0.2428866196423769,0.3257546159438789
0.7156115397810936,0.19977518916130066,-0.25382745265960693,0.7255663573741913,-0.9306008219718933,0.27089864015579224,-0.154346888884902
0.5808681268244982,-0.2767690597102046,-0.49004308599978685,0.42764855548739433,0.05296716466546059,-0.7213076266925782,0.6640543479006737
0.027965880930423737,-1.1462349221110344,0.038764238357543945,1.0747607499361038,-0.6203548461198807,-0.07889791578054428,0.4071044344455004
-0.7396247652359307,1.106022197578568,0.33344383182702586,-0.5660722851753235,-0.5250321328639984,0.16842947155237198,0.1591513892635703
-0.7699154950678349,0.7594185099005699,-0.05620839446783066,0.700092613697052,-1.2013764381408691,1.1527545154094696,-0.1058307631756179
0.514329076744616,-0.7897611707448959,-0.1912839561700821,1.1738331615924835,-0.032896727323532104,-0.8890317771583796,0.36930680577643216
-0.6369400257244706,0.8341451436281204,-0.11006046831607819,-0.1371282935142517,-0.06957760453224182,-0.33689897134900093,0.2781622326001525
0.3774755485355854,-0.4218684658408165,0.9218873605132103,-1.3592893928289413,0.28503962606191635,-0.4735274538397789,0.6351261970121413
-0.13096507638692856,0.2581998407840729,-0.47619330883026123,0.2940479815006256,-0.4326862394809723,0.3882063813507557,-0.12480409443378448
0.06263123266398907,-0.37969037145376205,0.3947196677327156,0.16496471874415874,-0.042458923533558846,0.47848831582814455,-0.22670783568173647
