event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1911-1920,1921-1930,7.729198890983326,0.0,1,1921-1930,consecutive
1,1921-1930,1931-1940,5.482660828918426,0.044,3,"1931-1940,1941-1950,1951-1960",consecutive
2,1961-1970,1971-1980,7.128268709581112,0.008,1,1971-1980,consecutive
3,1971-1980,1981-1990,6.822583866190104,0.015,3,"1981-1990,1991-2000,2001-2010",consecutive
