timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1921-1930,1,7.729198890983326,0.0
1911-1920,1971-1980,6,9.214876831202904,0.0
1971-1980,2001-2010,3,8.140728568230433,0.0
1921-1930,1951-1960,3,7.0541041216714255,0.002
1921-1930,1991-2000,7,6.836590278423378,0.005
1911-1920,2011-2018,10,9.417465379155903,0.007
1921-1930,2011-2018,9,7.60094428672468,0.008
1931-1940,1971-1980,4,6.965215161164582,0.008
1961-1970,1971-1980,1,7.128268709581112,0.008
1911-1920,1951-1960,4,7.750426588597273,0.01
1941-1950,1971-1980,3,6.601393831273694,0.011
1921-1930,1941-1950,2,5.49086249148241,0.014
1971-1980,1991-2000,2,7.485145319625919,0.014
1971-1980,1981-1990,1,6.822583866190104,0.015
1901-1910,1971-1980,7,7.028297958226701,0.02
1911-1920,1981-1990,7,6.9249882530888796,0.023
1941-1950,2011-2018,7,7.783217071377033,0.028
1951-1960,1971-1980,2,6.914253632697337,0.03
1921-1930,2001-2010,8,6.06686630740293,0.034
1911-1920,2001-2010,9,7.3760427335386245,0.037
1921-1930,1931-1940,1,5.482660828918426,0.044
1901-1910,1921-1930,2,5.761522230787784,0.045
