synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s30016,kurs,1901-1910,1911-1920,0.08236193084739343,0.315027296437133
s30016,kurs,1911-1920,1921-1930,0.16595998692447647,0.3516971807185282
s30016,kurs,1921-1930,1931-1940,0.06149007133399771,0.07554293876674552
s30016,kurs,1931-1940,1941-1950,0.12097055650668456,0.42085026453188584
s30016,kurs,1941-1950,1951-1960,0.023571133072069473,0.16378515792421017
s30016,kurs,1951-1960,1961-1970,0.04054395916248577,0.08295271347964442
s30016,kurs,1961-1970,1971-1980,0.05746591355828935,0.05935347549718339
s30016,kurs,1971-1980,1981-1990,0.07876494027570968,0.1237361826015332
s30016,kurs,1981-1990,1991-2000,0.2343713821734987,0.2749631969773826
s30016,kurs,1991-2000,2001-2010,0.37440370745652607,1.0301137741311732
