,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.001,0.114,0.223,0.739,0.019,0.008,0.052,0.011,0.001,0.071,0.199
1911-1920,0.001,0.0,0.381,0.679,0.706,0.493,0.541,0.094,0.011,0.126,0.172,0.093
1921-1930,0.114,0.381,0.0,0.97,0.959,0.878,0.775,0.494,0.148,0.448,0.317,0.596
1931-1940,0.223,0.679,0.97,0.0,1.0,0.988,0.891,0.584,0.267,0.953,0.785,0.171
1941-1950,0.739,0.706,0.959,1.0,0.0,0.995,0.908,0.704,0.387,0.983,0.71,0.854
1951-1960,0.019,0.493,0.878,0.988,0.995,0.0,0.925,0.538,0.126,0.847,0.4,0.283
1961-1970,0.008,0.541,0.775,0.891,0.908,0.925,0.0,0.495,0.285,0.911,0.473,0.123
1971-1980,0.052,0.094,0.494,0.584,0.704,0.538,0.495,0.0,0.373,0.747,0.197,0.117
1981-1990,0.011,0.011,0.148,0.267,0.387,0.126,0.285,0.373,0.0,0.62,0.1,0.02
1991-2000,0.001,0.126,0.448,0.953,0.983,0.847,0.911,0.747,0.62,0.0,0.521,0.317
2001-2010,0.071,0.172,0.317,0.785,0.71,0.4,0.473,0.197,0.1,0.521,0.0,0.122
2011-2018,0.199,0.093,0.596,0.171,0.854,0.283,0.123,0.117,0.02,0.317,0.122,0.0
