timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1981-1990,8,7.304276542762441,0.0
1901-1910,1971-1980,7,6.258816553369062,0.0
1901-1910,1991-2000,9,6.814479876792847,0.0
1911-1920,1961-1970,5,6.857564580776439,0.0
1911-1920,1991-2000,8,7.446581836608386,0.0
1911-1920,1981-1990,7,8.008321624555386,0.0
1911-1920,1971-1980,6,7.171342484764346,0.0
1921-1930,1961-1970,4,8.730579263910567,0.0
1921-1930,1991-2000,7,8.832178010222409,0.0
1921-1930,1981-1990,6,9.084496154555854,0.0
1931-1940,1981-1990,5,8.060929533814617,0.0
1931-1940,1991-2000,6,7.3946457333609485,0.0
1921-1930,1971-1980,5,8.98051031658429,0.0
1961-1970,1991-2000,3,5.86944522569889,0.0
1951-1960,1991-2000,4,6.09438871869895,0.0
1951-1960,1981-1990,3,6.740706231851115,0.0
1971-1980,1981-1990,1,5.8234682153148025,0.0
1971-1980,1991-2000,2,5.33671215094373,0.0
1981-1990,2011-2018,3,6.646122054428226,0.0
1961-1970,2001-2010,4,4.791366351499082,0.0
2001-2010,2011-2018,1,4.938674042223037,0.0
1981-1990,2001-2010,2,5.228761962737585,0.0
1991-2000,2011-2018,2,6.11521775826272,0.0
1991-2000,2001-2010,1,4.2496999480865,0.0
1961-1970,1981-1990,2,6.524400433473491,0.0
1911-1920,1951-1960,4,7.181109874844961,0.001
1911-1920,2001-2010,9,6.233252395699091,0.001
1961-1970,2011-2018,5,5.2438656957721514,0.001
1941-1950,1991-2000,5,10.244511628787654,0.002
1941-1950,1981-1990,4,10.571617699882625,0.002
1931-1940,2001-2010,7,6.561949107235593,0.002
1901-1910,2001-2010,10,5.817935027639672,0.002
1921-1930,2001-2010,8,8.088599201634944,0.002
1971-1980,2011-2018,4,5.170666726031432,0.002
1911-1920,2011-2018,10,6.6550445883075255,0.002
1921-1930,2011-2018,9,8.741438162136314,0.002
1951-1960,2011-2018,6,5.65642832731345,0.003
1901-1910,1961-1970,6,6.169553471673465,0.003
1901-1910,2011-2018,11,5.887429117372312,0.01
1931-1940,1971-1980,4,6.822594086669663,0.011
1921-1930,1951-1960,3,8.569893994170428,0.011
1971-1980,2001-2010,3,4.563819268601656,0.011
1941-1950,1971-1980,3,9.692830652070697,0.016
1911-1920,1921-1930,1,8.74540255530092,0.023
1921-1930,1931-1940,1,9.040240159303252,0.028
1951-1960,2001-2010,5,4.982433464466473,0.041
1901-1910,1951-1960,5,6.279189558462561,0.041
1941-1950,2011-2018,7,9.357926482110578,0.045
1931-1940,2011-2018,8,6.271723167221797,0.049
