synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s42868,atmosphäre,1901-1910,1911-1920,0.06320427480669313,1.3087690654352926
s42868,atmosphäre,1911-1920,1921-1930,0.010502351733123522,0.371995867166425
s42868,atmosphäre,1921-1930,1931-1940,0.01323896931582915,0.4413482023410625
s42868,atmosphäre,1931-1940,1941-1950,0.01713311700359178,0.22387742192919713
s42868,atmosphäre,1941-1950,1951-1960,0.11020827235569294,0.33421350698954577
s42868,atmosphäre,1951-1960,1961-1970,0.011187448601458651,0.1503443711338055
s42868,atmosphäre,1961-1970,1971-1980,0.03637156008875257,1.0021511409440131
s42868,atmosphäre,1971-1980,1981-1990,0.05316826837880208,0.23737789235055348
s42868,atmosphäre,1981-1990,1991-2000,0.01666839582243267,0.696004014188508
s42868,atmosphäre,1991-2000,2001-2010,0.018015850542965794,0.5079127561719678
