event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1911-1920,1951-1960,22.221734796867516,0.03,4,"1921-1930,1931-1940,1941-1950,1951-1960",sudden_shift
1,1921-1930,1981-1990,20.485507791578886,0.04,6,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
2,1931-1940,1951-1960,16.79658476760583,0.027,2,"1941-1950,1951-1960",sudden_shift
3,1931-1940,1981-1990,15.676010469999067,0.037,5,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
4,1941-1950,1981-1990,19.79759576210869,0.008,4,"1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
5,1951-1960,1981-1990,22.270046430039017,0.003,3,"1961-1970,1971-1980,1981-1990",sudden_shift
6,1951-1960,1991-2000,17.430641812725277,0.029,4,"1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
7,1981-1990,2001-2010,18.485454215260646,0.017,2,"1991-2000,2001-2010",sudden_shift
