timespan_1,timespan_2,distance,drift_magnitude,p_value
1991-2000,2011-2018,2,4.726541113639736,0.0
1961-1970,1991-2000,3,6.593075812457622,0.005
1941-1950,2011-2018,7,6.034492480510411,0.005
1971-1980,1991-2000,2,5.959252127874848,0.005
1981-1990,2011-2018,3,5.077275968587966,0.009
1961-1970,2001-2010,4,5.682275802494207,0.022
1971-1980,2001-2010,3,5.217637994540312,0.022
1941-1950,1961-1970,2,7.027992059399764,0.025
1931-1940,1941-1950,1,7.923060134259242,0.029
1961-1970,1981-1990,2,6.240629028705178,0.032
1901-1910,1991-2000,9,22.388310003042292,0.037
1901-1910,2001-2010,10,21.595457797287487,0.037
1941-1950,1971-1980,3,6.515035622361684,0.04
1961-1970,2011-2018,5,5.536857203678353,0.042
1901-1910,1981-1990,8,22.204528250648853,0.043
1931-1940,1991-2000,6,7.328411663278349,0.044
1901-1910,1941-1950,4,22.951630788861824,0.046
