significant_drift,mean_std_drift,median_std_drift,mean_iqr_drift,median_iqr_drift,mean_kde_peak,median_kde_peak,synset_count
False,1314.6664662522703,1314.2628666087767,2030.2881330547125,2029.5128322383125,0.0009852816686266872,0.000985507343211756,22
True,1316.8112123060914,1317.5521618834482,2035.1646633344526,2036.9345837597682,0.0009830236569122483,0.0009821757370228647,57
