lexeme,synset,std_drift,iqr_drift,kde_peak,num_dimensions,any_significant
stammbuch,s10937,1317.296839904878,2036.3327582952047,0.0009825894511413756,8192,True
stammbuch,s10971,1317.1284106646483,2036.6256356761603,0.0009826605518775693,8192,False
schnabel,s25993,1318.8256991330113,2040.2472153570645,0.0009804682569117074,8192,True
schnabel,s26449,1317.5128251389237,2036.9481970876561,0.0009820384588878075,8192,True
atmosphäre,s42158,1317.3602518141593,2036.527254671803,0.0009823272448121591,8192,True
atmosphäre,s14251,1318.2164183210841,2038.5002094371825,0.0009816982550530811,8192,True
atmosphäre,s33676,1311.41366617992,2021.9787275567453,0.000988952112935082,8192,True
atmosphäre,s42868,1317.7668856946655,2037.6448773021846,0.0009820615526894073,8192,True
diarium,s29492,1317.4277411597438,2036.7634662072767,0.0009824581165761802,8192,False
diarium,s10919,1317.6015416828081,2037.0635547968634,0.0009823643279769038,8192,True
kasse,s74827,1317.5521618834482,2036.9345837597682,0.0009821757370228647,8192,True
kasse,s74907,1316.491735269261,2034.5441582283704,0.0009834192704066451,8192,True
kasse,s6521,1313.4811950368535,2027.7866293836914,0.0009864187394026053,8192,True
kasse,s25445,1317.1162075444706,2035.8024665251844,0.0009829290852584878,8192,True
kasse,s25245,1314.000913601258,2028.2796607496703,0.0009864710218627387,8192,False
kasse,s22803,1315.56613928931,2032.2254401231573,0.0009846263075838466,8192,True
universität,s9426,1313.77912936731,2028.1019939293628,0.0009865690095294082,8192,True
universität,s24528,1319.4573037408527,2041.6161439611224,0.000980002732844465,8192,True
universität,s75975,1313.0221751581482,2025.9077151742144,0.0009872564021153984,8192,False
blatt,s33132,1309.9536476783508,2018.7545709499082,0.0009904337821642034,8192,False
blatt,s25671,1314.2452631936949,2029.4179068041506,0.0009852625603299912,8192,False
blatt,s10649,1319.1833691193206,2040.9872192823304,0.00098042604752601,8192,True
blatt,s85055,1314.6529164298597,2030.2557484256783,0.0009854589127118842,8192,False
blatt,s46736,1318.097856443995,2038.535940045944,0.0009813818171838158,8192,True
blatt,s11270,1318.2347593584423,2038.5696680563087,0.00098149333545048,8192,True
block,s15791,1314.81546307126,2029.939795068664,0.0009855860179930895,8192,True
block,s107180,1317.7127925864338,2037.364520593117,0.0009821659622987395,8192,True
block,s11307,1312.1296277263548,2023.9527677872409,0.0009879793352832874,8192,False
block,s9544,1316.3892763839071,2034.4732980045446,0.0009837131799840344,8192,True
block,s33659,1315.5167595988808,2033.8543722176107,0.000983537645532892,8192,False
klappe,s110889,1312.836785353739,2026.2611771359916,0.000986633607055229,8192,False
klappe,s6029,1318.292916506127,2038.8330749517047,0.0009812089179537116,8192,True
klappe,s25993,1319.7838806242041,2042.5241603691634,0.0009795514348231755,8192,True
pinsel,s8330,1319.3038988121664,2041.301883025014,0.0009802377907976213,8192,True
pinsel,s37889,1313.5707863173507,2027.6242522888188,0.0009862440712441521,8192,False
maske,s106689,1318.2949153628545,2038.7195284284358,0.0009813481887214184,8192,False
decke,s10206,1317.9794354838264,2038.1209226907645,0.0009816128454107802,8192,True
decke,s73206,1311.4906346770038,2022.4353655749933,0.0009888400915828925,8192,True
decke,s7419,1317.253816979209,2036.3529191922273,0.000982440500892522,8192,True
pflaster,s7930,1315.3125629821043,2031.6710882368277,0.0009845448822770378,8192,True
pflaster,s47771,1319.233101894075,2041.039428202051,0.0009803156757445253,8192,True
virus,s50968,1319.767917922345,2042.455206309867,0.0009795513878201388,8192,True
virus,s64010,1318.563177551973,2034.8483582024687,0.0009813075445165044,8192,True
kartenspiel,s25671,1313.371980427982,2026.6029340395264,0.00098708466124986,8192,False
kartenspiel,s11135,1316.8094341078797,2035.4263820943172,0.000982928736172645,8192,True
gesichtsmaske,s63143,1317.2459388357663,2036.6764894997714,0.0009825700932597414,8192,False
gesichtsmaske,s63142,1312.6089212040456,2025.294996937469,0.0009873883750819077,8192,True
fuß,s33599,1314.2804700238587,2029.6077576724745,0.000985555773711628,8192,False
fuß,s6390,1314.9549115473303,2031.1885105642364,0.0009850130489749522,8192,False
fuß,s26149,1319.1008853040514,2040.6496600007622,0.0009805771971979056,8192,True
fuß,s110427,1312.6880158170172,2025.3113882936705,0.0009876275305321625,8192,True
flügel,s73727,1313.0676052505723,2026.0605446264813,0.0009871528182333381,8192,False
flügel,s12102,1312.525723903584,2024.9428962657867,0.0009875875124192536,8192,True
flügel,s26446,1317.6385657755025,2037.194048924338,0.0009821332015106429,8192,True
flügel,s11625,1310.954755986574,2020.6800433001547,0.0009893685373226313,8192,True
flügel,s73683,1311.085511989017,2021.2434609865188,0.0009892589581276124,8192,True
flügel,s23151,1317.3804702410193,2036.4919567565487,0.0009826806026833593,8192,True
flügel,s9697,1315.243924692717,2031.8776528045291,0.0009850028534040337,8192,True
kurs,s13438,1317.9701878830174,2037.940492852767,0.0009818040456313314,8192,True
