synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s9697,flügel,1901-1910,1911-1920,0.008399932403170697,0.318399235046805
s9697,flügel,1911-1920,1921-1930,0.007208032826877184,0.6450911000397386
s9697,flügel,1921-1930,1931-1940,0.07687028643086286,1.5305660209976297
s9697,flügel,1931-1940,1941-1950,0.038618490066601216,0.47965853142078113
s9697,flügel,1941-1950,1951-1960,0.1760494399750052,1.4976701780695771
s9697,flügel,1951-1960,1961-1970,0.05782302305504418,0.47745734910617643
s9697,flügel,1961-1970,1971-1980,0.18877165947053437,0.23720832186763882
s9697,flügel,1971-1980,1981-1990,0.13695719671984882,0.2824727765784238
s9697,flügel,1981-1990,1991-2000,0.06922961778427451,0.2296784397276018
s9697,flügel,1991-2000,2001-2010,0.06126733599261488,2.0088076875900467
