,1911-1920,1931-1940,1961-1970,1971-1980,2001-2010
1911-1920,0.0,671.9917986239194,966.3906419314991,616.429150738802,981.8564882267461
1931-1940,671.9917986239194,0.0,738.8317359051874,623.6687128853717,753.1911483353844
1961-1970,966.3906419314991,738.8317359051874,0.0,887.4257502905551,793.0888292770247
1971-1980,616.429150738802,623.6687128853717,887.4257502905551,0.0,909.4974995636726
2001-2010,981.8564882267461,753.1911483353844,793.0888292770247,909.4974995636726,0.0
