synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s50922,schimmel,1901-1910,1911-1920,0.015617227149809256,0.33796451920974513
s50922,schimmel,1911-1920,1921-1930,0.012149535085183476,0.12069084971997791
s50922,schimmel,1921-1930,1931-1940,0.0685264479640317,2.3985525991095544
s50922,schimmel,1931-1940,1941-1950,0.03472729201115231,0.09050228600088411
s50922,schimmel,1941-1950,1951-1960,0.016587333092189228,0.05537785423721479
s50922,schimmel,1951-1960,1961-1970,0.025309758153617374,0.20744901050207468
s50922,schimmel,1961-1970,1971-1980,0.010681389083658165,0.09350254389314841
s50922,schimmel,1971-1980,1981-1990,0.03924365932190658,0.5106045489923843
s50922,schimmel,1981-1990,1991-2000,0.021476955983676556,0.23382653837202405
s50922,schimmel,1991-2000,2001-2010,0.030469341123632733,0.08432250448985347
