synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s110427,fuß,1901-1910,1911-1920,0.312819120368251,0.03672034695858302
s110427,fuß,1911-1920,1921-1930,0.7992246001430724,0.03721416140602979
s110427,fuß,1921-1930,1931-1940,0.3295026961002292,0.07056816307669152
s110427,fuß,1931-1940,1941-1950,0.5943217107855095,0.06498766393338881
s110427,fuß,1941-1950,1951-1960,2.744325375675493,0.6267128154366255
s110427,fuß,1951-1960,1961-1970,2.4046711069698716,0.1755686315043974
s110427,fuß,1961-1970,1971-1980,3.0684763136689526,0.11629478568418597
s110427,fuß,1971-1980,1981-1990,2.298966886920577,0.16265388817976245
s110427,fuß,1981-1990,1991-2000,0.910918153350144,0.1462471782157032
s110427,fuß,1991-2000,2001-2010,0.5137778019099528,0.04749205305728745
