event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1981-1990,2001-2010,7.311326765817964,0.007,1,2001-2010,consecutive
1,2001-2010,2011-2018,7.645743533386578,0.028,1,2011-2018,consecutive
2,1931-1940,1961-1970,5.962337061975915,0.016,3,"1941-1950,1951-1960,1961-1970",sudden_shift
3,1931-1940,1971-1980,6.033705090328461,0.005,4,"1941-1950,1951-1960,1961-1970,1971-1980",sudden_shift
4,1931-1940,1981-1990,5.911892885476716,0.005,5,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
5,1941-1950,1981-1990,5.0994386508564,0.004,4,"1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
