timespan_1,timespan_2,distance,drift_magnitude,p_value
1931-1940,2001-2010,6,8.576623307370056,0.0
1951-1960,2001-2010,4,8.282252360573104,0.0
1941-1950,2001-2010,5,7.710709054577433,0.0
1961-1970,2001-2010,3,7.969586827843431,0.0
1971-1980,2001-2010,2,7.785111000727908,0.0
1931-1940,2011-2018,7,6.974679116226426,0.002
1941-1950,1981-1990,4,5.0994386508564,0.004
1931-1940,1971-1980,4,6.033705090328461,0.005
1931-1940,1981-1990,5,5.911892885476716,0.005
1981-1990,2001-2010,1,7.311326765817964,0.007
1931-1940,1961-1970,3,5.962337061975915,0.016
2001-2010,2011-2018,1,7.645743533386578,0.028
