,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1931-1940,0.0,0.168,0.128,0.016,0.005,0.005,0.0,0.002
1941-1950,0.168,0.0,0.431,0.245,0.167,0.004,0.0,0.06
1951-1960,0.128,0.431,0.0,0.652,0.307,0.463,0.0,0.073
1961-1970,0.016,0.245,0.652,0.0,0.901,0.523,0.0,0.074
1971-1980,0.005,0.167,0.307,0.901,0.0,0.657,0.0,0.111
1981-1990,0.005,0.004,0.463,0.523,0.657,0.0,0.007,0.566
2001-2010,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.028
2011-2018,0.002,0.06,0.073,0.074,0.111,0.566,0.028,0.0
