timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1981-1990,8,5.996124057561052,0.0
1911-1920,1981-1990,7,6.724449426453634,0.0
1961-1970,1981-1990,2,5.074492453009388,0.0
1971-1980,1981-1990,1,5.471828129378645,0.0
1981-1990,2011-2018,3,4.790330074127421,0.0
1981-1990,2001-2010,2,3.8494117273702213,0.003
1921-1930,1981-1990,6,7.829018597989146,0.003
1911-1920,2001-2010,9,5.65154170289205,0.007
1901-1910,1971-1980,7,6.004677878416436,0.008
1951-1960,1981-1990,3,4.965912267441159,0.01
1901-1910,2001-2010,10,4.852830648523555,0.014
1901-1910,1991-2000,9,5.163147708805264,0.014
2001-2010,2011-2018,1,3.6484356680186814,0.017
1911-1920,1931-1940,2,6.437631283082586,0.017
1931-1940,1981-1990,5,5.4247872447834835,0.018
1911-1920,1991-2000,8,5.882494514216174,0.018
1991-2000,2011-2018,2,3.8950041348224334,0.019
1911-1920,1971-1980,6,6.165848402560632,0.025
1971-1980,2011-2018,4,4.356466243287497,0.029
1971-1980,2001-2010,3,3.937644053160421,0.031
1901-1910,1961-1970,6,5.399975614271876,0.033
1921-1930,2001-2010,8,6.741145249833054,0.034
1911-1920,1961-1970,5,5.675471137250852,0.043
