,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.299,0.183,0.41,0.977,0.05,0.033,0.008,0.0,0.014,0.014,0.118
1911-1920,0.299,0.0,0.062,0.017,0.732,0.076,0.043,0.025,0.0,0.018,0.007,0.053
1921-1930,0.183,0.062,0.0,0.319,0.853,0.155,0.093,0.155,0.003,0.1,0.034,0.065
1931-1940,0.41,0.017,0.319,0.0,0.944,0.333,0.138,0.117,0.018,0.162,0.167,0.21
1941-1950,0.977,0.732,0.853,0.944,0.0,0.841,0.854,0.805,0.197,0.82,0.51,0.87
1951-1960,0.05,0.076,0.155,0.333,0.841,0.0,0.909,0.917,0.01,0.308,0.565,0.226
1961-1970,0.033,0.043,0.093,0.138,0.854,0.909,0.0,0.893,0.0,0.081,0.161,0.055
1971-1980,0.008,0.025,0.155,0.117,0.805,0.917,0.893,0.0,0.0,0.09,0.031,0.029
1981-1990,0.0,0.0,0.003,0.018,0.197,0.01,0.0,0.0,0.0,0.098,0.003,0.0
1991-2000,0.014,0.018,0.1,0.162,0.82,0.308,0.081,0.09,0.098,0.0,0.139,0.019
2001-2010,0.014,0.007,0.034,0.167,0.51,0.565,0.161,0.031,0.003,0.139,0.0,0.017
2011-2018,0.118,0.053,0.065,0.21,0.87,0.226,0.055,0.029,0.0,0.019,0.017,0.0
