,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.716,0.222,0.923,0.688,0.766,0.097,0.677,0.001,0.161,0.175,0.227
1911-1920,0.716,0.0,0.222,0.472,0.708,0.687,0.449,0.501,0.03,0.72,0.506,0.33
1921-1930,0.222,0.222,0.0,0.625,0.417,0.216,0.029,0.698,0.002,0.134,0.103,0.001
1931-1940,0.923,0.472,0.625,0.0,0.974,0.892,0.215,0.932,0.002,0.21,0.121,0.2
1941-1950,0.688,0.708,0.417,0.974,0.0,0.886,0.218,0.857,0.007,0.156,0.043,0.413
1951-1960,0.766,0.687,0.216,0.892,0.886,0.0,0.77,0.735,0.137,0.883,0.355,0.33
1961-1970,0.097,0.449,0.029,0.215,0.218,0.77,0.0,0.484,0.005,0.543,0.287,0.104
1971-1980,0.677,0.501,0.698,0.932,0.857,0.735,0.484,0.0,0.226,0.837,0.153,0.78
1981-1990,0.001,0.03,0.002,0.002,0.007,0.137,0.005,0.226,0.0,0.038,0.247,0.082
1991-2000,0.161,0.72,0.134,0.21,0.156,0.883,0.543,0.837,0.038,0.0,0.281,0.223
2001-2010,0.175,0.506,0.103,0.121,0.043,0.355,0.287,0.153,0.247,0.281,0.0,0.136
2011-2018,0.227,0.33,0.001,0.2,0.413,0.33,0.104,0.78,0.082,0.223,0.136,0.0
