timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1981-1990,8,8.165355682258536,0.001
1921-1930,2011-2018,9,7.895109082073047,0.001
1931-1940,1981-1990,5,7.843621720337026,0.002
1921-1930,1981-1990,6,8.689648424508368,0.002
1961-1970,1981-1990,2,8.95597205725735,0.005
1941-1950,1981-1990,4,7.844378878981414,0.007
1921-1930,1961-1970,4,7.57986221415813,0.029
1911-1920,1981-1990,7,8.270228558076175,0.03
1981-1990,1991-2000,1,8.254118832882776,0.038
1941-1950,2001-2010,6,8.426523993598769,0.043
