synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s7419,decke,1901-1910,1911-1920,0.023287437178298783,0.280583157683433
s7419,decke,1911-1920,1921-1930,0.03387844868671015,0.18785576950809024
s7419,decke,1921-1930,1931-1940,0.019407808286086722,0.25021191131564435
s7419,decke,1931-1940,1941-1950,0.01887129059125233,0.7673007274813328
s7419,decke,1941-1950,1951-1960,0.021984353483805664,0.7318380312607009
s7419,decke,1951-1960,1961-1970,0.048642362183949434,0.7419961656130166
s7419,decke,1961-1970,1971-1980,0.021823201988045833,0.3992525051040513
s7419,decke,1971-1980,1981-1990,0.02354507707123129,0.26007629664723064
s7419,decke,1981-1990,1991-2000,0.007677621845404101,0.34577756223545764
s7419,decke,1991-2000,2001-2010,0.011213162773178248,0.31663697960999204
