timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1961-1970,5,4.215877778641149,0.009
1921-1930,2011-2018,9,3.5635288419817566,0.016
1901-1910,1971-1980,7,3.8667281950448107,0.024
1901-1910,1911-1920,1,3.9993278818322144,0.024
1911-1920,1991-2000,8,3.5935821247007347,0.025
1921-1930,1991-2000,7,3.8737322960536433,0.034
