synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10206,decke,1901-1910,1911-1920,0.012163909867658638,0.23746009666520354
s10206,decke,1911-1920,1921-1930,0.003942002176010154,0.3055231967119694
s10206,decke,1921-1930,1931-1940,0.017812691818853428,0.12206962400416886
s10206,decke,1931-1940,1941-1950,0.011177918986540806,0.23384554029014798
s10206,decke,1941-1950,1951-1960,0.015760208219908187,0.6347347680813401
s10206,decke,1951-1960,1961-1970,0.015845564677594983,0.11867087626031615
s10206,decke,1961-1970,1971-1980,0.005005845751492233,0.40774790941742955
s10206,decke,1971-1980,1981-1990,0.007609556142283035,0.34800634867812813
s10206,decke,1981-1990,1991-2000,0.008368738058870805,0.21669753429753372
s10206,decke,1991-2000,2001-2010,0.019134845838363078,0.14605681377916518
