,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.024,0.129,0.179,0.457,0.633,0.329,0.024,0.059,0.339,0.15,0.06
1911-1920,0.024,0.0,0.174,0.097,0.35,0.225,0.009,0.096,0.571,0.025,0.058,0.143
1921-1930,0.129,0.174,0.0,0.725,0.408,0.236,0.532,0.131,0.46,0.034,0.149,0.016
1931-1940,0.179,0.097,0.725,0.0,0.995,0.436,0.949,0.883,0.375,0.55,0.907,0.659
1941-1950,0.457,0.35,0.408,0.995,0.0,0.903,0.908,0.764,0.632,0.785,0.934,0.819
1951-1960,0.633,0.225,0.236,0.436,0.903,0.0,0.37,0.346,0.501,0.857,0.867,0.593
1961-1970,0.329,0.009,0.532,0.949,0.908,0.37,0.0,0.362,0.338,0.332,0.365,0.062
1971-1980,0.024,0.096,0.131,0.883,0.764,0.346,0.362,0.0,0.2,0.085,0.881,0.345
1981-1990,0.059,0.571,0.46,0.375,0.632,0.501,0.338,0.2,0.0,0.274,0.287,0.383
1991-2000,0.339,0.025,0.034,0.55,0.785,0.857,0.332,0.085,0.274,0.0,0.192,0.494
2001-2010,0.15,0.058,0.149,0.907,0.934,0.867,0.365,0.881,0.287,0.192,0.0,0.71
2011-2018,0.06,0.143,0.016,0.659,0.819,0.593,0.062,0.345,0.383,0.494,0.71,0.0
