,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.13,0.272,0.187,0.108,0.259,0.065,0.021,0.044,0.011,0.088,0.011
1911-1920,0.13,0.0,0.023,0.032,0.03,0.118,0.236,0.155,0.009,0.034,0.134,0.059
1921-1930,0.272,0.023,0.0,0.714,0.554,0.667,0.317,0.226,0.664,0.291,0.345,0.263
1931-1940,0.187,0.032,0.714,0.0,0.627,0.599,0.392,0.223,0.683,0.376,0.341,0.295
1941-1950,0.108,0.03,0.554,0.627,0.0,0.604,0.315,0.21,0.527,0.239,0.305,0.264
1951-1960,0.259,0.118,0.667,0.599,0.604,0.0,0.495,0.041,0.424,0.042,0.102,0.081
1961-1970,0.065,0.236,0.317,0.392,0.315,0.495,0.0,0.335,0.198,0.237,0.361,0.539
1971-1980,0.021,0.155,0.226,0.223,0.21,0.041,0.335,0.0,0.024,0.254,0.617,0.717
1981-1990,0.044,0.009,0.664,0.683,0.527,0.424,0.198,0.024,0.0,0.197,0.127,0.218
1991-2000,0.011,0.034,0.291,0.376,0.239,0.042,0.237,0.254,0.197,0.0,0.298,0.902
2001-2010,0.088,0.134,0.345,0.341,0.305,0.102,0.361,0.617,0.127,0.298,0.0,0.325
2011-2018,0.011,0.059,0.263,0.295,0.264,0.081,0.539,0.717,0.218,0.902,0.325,0.0
