,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.267,0.503,0.575,0.733,0.952,0.834,0.134,0.722,0.553,0.559,0.728
1911-1920,0.267,0.0,0.171,0.113,0.401,0.164,0.329,0.496,0.573,0.043,0.181,0.03
1921-1930,0.503,0.171,0.0,0.356,0.406,0.424,0.596,0.07,0.307,0.024,0.46,0.16
1931-1940,0.575,0.113,0.356,0.0,0.958,0.818,0.604,0.093,0.681,0.575,0.729,0.832
1941-1950,0.733,0.401,0.406,0.958,0.0,0.619,0.464,0.655,1.0,0.545,0.618,0.437
1951-1960,0.952,0.164,0.424,0.818,0.619,0.0,0.881,0.056,0.399,0.729,0.657,0.97
1961-1970,0.834,0.329,0.596,0.604,0.464,0.881,0.0,0.22,0.342,0.439,0.742,0.547
1971-1980,0.134,0.496,0.07,0.093,0.655,0.056,0.22,0.0,0.308,0.033,0.14,0.029
1981-1990,0.722,0.573,0.307,0.681,1.0,0.399,0.342,0.308,0.0,0.401,0.553,0.382
1991-2000,0.553,0.043,0.024,0.575,0.545,0.729,0.439,0.033,0.401,0.0,0.305,0.792
2001-2010,0.559,0.181,0.46,0.729,0.618,0.657,0.742,0.14,0.553,0.305,0.0,0.406
2011-2018,0.728,0.03,0.16,0.832,0.437,0.97,0.547,0.029,0.382,0.792,0.406,0.0
