,1911-1920,1921-1930,1931-1940,1941-1950,1961-1970,1981-1990,1991-2000,2001-2010,2011-2018
1911-1920,0.0,0.06,0.085,0.0,0.776,0.05,0.058,0.387,0.572
1921-1930,0.06,0.0,0.093,0.25,0.771,0.062,0.175,0.376,0.468
1931-1940,0.085,0.093,0.0,0.223,1.0,0.354,0.197,0.46,0.766
1941-1950,0.0,0.25,0.223,0.0,0.514,0.108,0.209,0.225,0.224
1961-1970,0.776,0.771,1.0,0.514,0.0,1.0,1.0,1.0,1.0
1981-1990,0.05,0.062,0.354,0.108,1.0,0.0,0.535,0.7,0.291
1991-2000,0.058,0.175,0.197,0.209,1.0,0.535,0.0,0.981,0.797
2001-2010,0.387,0.376,0.46,0.225,1.0,0.7,0.981,0.0,0.836
2011-2018,0.572,0.468,0.766,0.224,1.0,0.291,0.797,0.836,0.0
