,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010
1901-1910,0.0,10.272416955130748,8.747912906610527,12.262201478833374,7.794064914639082,11.577291511936982,6.885452641621338,10.136874225568102,9.048686115362312,8.758209622664724
1911-1920,10.272416955130748,0.0,9.872192294068151,14.808660645612866,11.6158480565562,13.757609873320915,10.719574320767126,11.81023674575344,9.516231999132374,11.820355403388835
1921-1930,8.747912906610527,9.872192294068151,0.0,11.404064450091491,8.57055143172296,8.707854728203746,5.9028725667525785,6.603607469385514,6.202688747879432,8.092632639621687
1931-1940,12.262201478833374,14.808660645612866,11.404064450091491,0.0,10.880702086963563,14.718906193714787,10.75430118569415,12.302524029854913,13.757663270758602,13.480262104919806
1941-1950,7.794064914639082,11.6158480565562,8.57055143172296,10.880702086963563,0.0,11.072138457632375,7.17915004389747,9.194488933067356,10.237672043088935,9.459907280797681
1951-1960,11.577291511936982,13.757609873320915,8.707854728203746,14.718906193714787,11.072138457632375,0.0,9.393920585293342,9.53515966689483,9.493227842978715,10.271546338203471
1961-1970,6.885452641621338,10.719574320767126,5.9028725667525785,10.75430118569415,7.17915004389747,9.393920585293342,0.0,7.70727261278795,7.041916374644535,7.090946367032615
1971-1980,10.136874225568102,11.81023674575344,6.603607469385514,12.302524029854913,9.194488933067356,9.53515966689483,7.70727261278795,0.0,7.745845599207592,9.213345691160674
1981-1990,9.048686115362312,9.516231999132374,6.202688747879432,13.757663270758602,10.237672043088935,9.493227842978715,7.041916374644535,7.745845599207592,0.0,8.213052591410428
2001-2010,8.758209622664724,11.820355403388835,8.092632639621687,13.480262104919806,9.459907280797681,10.271546338203471,7.090946367032615,9.213345691160674,8.213052591410428,0.0
