event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1911-1920,5.946659139030816,0.0,3,"1911-1920,1921-1930,1931-1940",consecutive
1,1911-1920,1931-1940,5.406208438381904,0.021,2,"1921-1930,1931-1940",sudden_shift
2,1911-1920,1951-1960,5.927434945905688,0.009,4,"1921-1930,1931-1940,1941-1950,1951-1960",sudden_shift
3,1911-1920,1971-1980,7.712792225198841,0.004,6,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980",sudden_shift
4,1911-1920,1981-1990,7.439220387434535,0.0,7,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
5,1911-1920,2001-2010,7.610952309034252,0.002,9,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
6,1911-1920,2011-2018,5.450789890655517,0.026,10,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
7,1971-1980,2011-2018,7.3330390345696195,0.03,4,"1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
