synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s6029,klappe,1901-1910,1911-1920,0.009242243016389514,0.32752536709597735
s6029,klappe,1911-1920,1921-1930,0.023198074239467018,0.1385100841245586
s6029,klappe,1921-1930,1931-1940,0.01724962350269224,0.24639130701373751
s6029,klappe,1931-1940,1941-1950,0.006756003874297616,0.13467872570749537
s6029,klappe,1941-1950,1951-1960,0.02335811381404025,0.692220692586959
s6029,klappe,1951-1960,1961-1970,0.03040824736868913,0.5768740239691694
s6029,klappe,1961-1970,1971-1980,0.03184739413094518,0.18591875376359698
s6029,klappe,1971-1980,1981-1990,0.02444104806692287,0.32239377510566636
s6029,klappe,1981-1990,1991-2000,0.009734932412533898,0.26154056326581215
s6029,klappe,1991-2000,2001-2010,0.015091738561451011,0.7142011452633231
