,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.0,0.044,0.007,0.188,0.0,0.39,0.005,0.012,0.289,0.009,0.007
1911-1920,0.0,0.0,0.093,0.021,0.063,0.009,0.129,0.004,0.0,0.083,0.002,0.026
1921-1930,0.044,0.093,0.0,0.608,0.662,0.964,0.357,0.755,0.544,0.541,0.852,0.144
1931-1940,0.007,0.021,0.608,0.0,0.462,0.851,0.122,0.153,0.131,0.322,0.141,0.068
1941-1950,0.188,0.063,0.662,0.462,0.0,0.52,0.755,0.455,0.319,0.767,0.301,0.214
1951-1960,0.0,0.009,0.964,0.851,0.52,0.0,0.124,0.582,0.363,0.29,0.52,0.099
1961-1970,0.39,0.129,0.357,0.122,0.755,0.124,0.0,0.093,0.107,0.784,0.117,0.371
1971-1980,0.005,0.004,0.755,0.153,0.455,0.582,0.093,0.0,0.454,0.212,0.548,0.03
1981-1990,0.012,0.0,0.544,0.131,0.319,0.363,0.107,0.454,0.0,0.191,0.749,0.063
1991-2000,0.289,0.083,0.541,0.322,0.767,0.29,0.784,0.212,0.191,0.0,0.392,0.694
2001-2010,0.009,0.002,0.852,0.141,0.301,0.52,0.117,0.548,0.749,0.392,0.0,0.101
2011-2018,0.007,0.026,0.144,0.068,0.214,0.099,0.371,0.03,0.063,0.694,0.101,0.0
