timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,4.768983625614071,0.001
1901-1910,2011-2018,11,5.398858776087037,0.002
1941-1950,2011-2018,7,5.500200067913638,0.003
1901-1910,2001-2010,10,4.696079323457955,0.007
1941-1950,1971-1980,3,5.392175157735407,0.009
1901-1910,1971-1980,7,4.943390676278908,0.027
1931-1940,2011-2018,8,4.419884939445509,0.039
1941-1950,1991-2000,5,4.384491161492489,0.044
1921-1930,1941-1950,2,4.192786274516429,0.046
1911-1920,2011-2018,10,4.474215512894113,0.047
