,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.435,0.061,0.095,0.073,0.14,0.29,0.027,0.129,0.001,0.007,0.002
1911-1920,0.435,0.0,0.341,0.653,0.106,0.728,0.572,0.146,0.44,0.099,0.094,0.047
1921-1930,0.061,0.341,0.0,0.171,0.046,0.953,0.854,0.559,0.198,0.174,0.106,0.102
1931-1940,0.095,0.653,0.171,0.0,0.315,0.372,0.598,0.134,0.298,0.171,0.177,0.039
1941-1950,0.073,0.106,0.046,0.315,0.0,0.073,0.335,0.009,0.56,0.044,0.056,0.003
1951-1960,0.14,0.728,0.953,0.372,0.073,0.0,0.677,0.778,0.273,0.524,0.228,0.39
1961-1970,0.29,0.572,0.854,0.598,0.335,0.677,0.0,0.734,0.676,0.693,0.528,0.327
1971-1980,0.027,0.146,0.559,0.134,0.009,0.778,0.734,0.0,0.09,0.436,0.177,0.283
1981-1990,0.129,0.44,0.198,0.298,0.56,0.273,0.676,0.09,0.0,0.167,0.39,0.055
1991-2000,0.001,0.099,0.174,0.171,0.044,0.524,0.693,0.436,0.167,0.0,0.656,0.526
2001-2010,0.007,0.094,0.106,0.177,0.056,0.228,0.528,0.177,0.39,0.656,0.0,0.312
2011-2018,0.002,0.047,0.102,0.039,0.003,0.39,0.327,0.283,0.055,0.526,0.312,0.0
