event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1921-1930,1931-1940,3.0766676252212735,0.0,9,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",consecutive
1,1931-1940,1941-1950,1.5563125516335659,0.002,8,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",consecutive
2,1951-1960,1961-1970,1.541232276908655,0.01,1,1961-1970,consecutive
3,1981-1990,1991-2000,1.671472187963655,0.0,2,"1991-2000,2001-2010",consecutive
4,1991-2000,2001-2010,1.1891057762123676,0.044,2,"2001-2010,2011-2018",consecutive
5,2001-2010,2011-2018,1.3028115607238837,0.024,1,2011-2018,consecutive
