synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s107180,block,1901-1910,1911-1920,0.02636075952326244,0.10990708961994419
s107180,block,1911-1920,1921-1930,0.021471553723230098,0.7601539489942026
s107180,block,1921-1930,1931-1940,0.02657349417319954,0.12148748142507237
s107180,block,1931-1940,1941-1950,0.015098844737569193,0.1580505998918962
s107180,block,1941-1950,1951-1960,0.005414328629459984,0.28956019771474145
s107180,block,1951-1960,1961-1970,0.006778825830676923,0.0740422019555727
s107180,block,1961-1970,1971-1980,0.025282263968557966,1.212155331180906
s107180,block,1971-1980,1981-1990,0.018142186078334076,0.8358278073304825
s107180,block,1981-1990,1991-2000,0.013627185537520195,0.32181651948556883
s107180,block,1991-2000,2001-2010,0.008919423693739114,0.1355680821641072
