event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1921-1930,1931-1940,4.151324967418993,0.047,1,1931-1940,consecutive
1,1971-1980,1981-1990,3.2822898529596727,0.037,1,1981-1990,consecutive
2,1931-1940,1951-1960,3.6804211114845042,0.038,2,"1941-1950,1951-1960",sudden_shift
3,1931-1940,1971-1980,3.4644632082696902,0.043,4,"1941-1950,1951-1960,1961-1970,1971-1980",sudden_shift
