,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.897,0.318,0.088,0.786,0.674,0.343,0.324,0.682,0.406,0.237
1911-1920,0.897,0.0,0.5,0.326,1.0,1.0,0.739,0.302,0.522,0.14,0.112
1921-1930,0.318,0.5,0.0,0.694,0.402,1.0,0.656,0.681,0.819,0.975,0.74
1931-1940,0.088,0.326,0.694,0.0,0.098,0.517,1.0,0.509,0.122,0.279,0.291
1941-1950,0.786,1.0,0.402,0.098,0.0,0.478,0.502,0.191,0.972,0.603,0.243
1961-1970,0.674,1.0,1.0,0.517,0.478,0.0,1.0,0.338,0.767,0.846,0.678
1971-1980,0.343,0.739,0.656,1.0,0.502,1.0,0.0,0.331,0.63,0.44,0.317
1981-1990,0.324,0.302,0.681,0.509,0.191,0.338,0.331,0.0,0.476,0.653,0.429
1991-2000,0.682,0.522,0.819,0.122,0.972,0.767,0.63,0.476,0.0,0.185,0.124
2001-2010,0.406,0.14,0.975,0.279,0.603,0.846,0.44,0.653,0.185,0.0,0.516
2011-2018,0.237,0.112,0.74,0.291,0.243,0.678,0.317,0.429,0.124,0.516,0.0
