synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s106689,maske,1901-1910,1911-1920,0.057390178935669334,0.06889755999204439
s106689,maske,1911-1920,1921-1930,0.011427187119821994,0.12219423524330693
s106689,maske,1921-1930,1931-1940,0.02352873115662095,0.10960937823995187
s106689,maske,1931-1940,1941-1950,0.020124768129375116,0.14569098420625975
s106689,maske,1941-1950,1951-1960,0.06853225579434151,0.10017950013692978
s106689,maske,1951-1960,1961-1970,0.0453631220532674,0.06604617455110669
s106689,maske,1961-1970,1971-1980,0.05722728552226759,0.10944470246975822
s106689,maske,1971-1980,1981-1990,0.044677314739723126,0.05534520633601661
s106689,maske,1981-1990,1991-2000,0.051830571780194436,0.08703402305401395
s106689,maske,1991-2000,2001-2010,0.03311183454851352,0.06640849100044714
