,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.735,0.605,0.623,0.621,0.09,0.246,0.337,0.796,0.208,0.162,0.514
1911-1920,0.735,0.0,0.966,0.699,0.532,0.34,0.796,0.894,0.685,0.635,0.827,0.906
1921-1930,0.605,0.966,0.0,0.678,0.807,0.608,0.582,0.908,0.432,0.74,0.884,0.977
1931-1940,0.623,0.699,0.678,0.0,0.802,0.194,0.54,0.715,0.412,0.266,0.228,0.552
1941-1950,0.621,0.532,0.807,0.802,0.0,0.526,0.493,0.616,0.275,0.339,0.322,0.464
1951-1960,0.09,0.34,0.608,0.194,0.526,0.0,0.572,0.859,0.055,0.66,0.646,0.361
1961-1970,0.246,0.796,0.582,0.54,0.493,0.572,0.0,0.958,0.229,0.976,0.778,0.567
1971-1980,0.337,0.894,0.908,0.715,0.616,0.859,0.958,0.0,0.253,0.913,0.869,0.892
1981-1990,0.796,0.685,0.432,0.412,0.275,0.055,0.229,0.253,0.0,0.169,0.189,0.432
1991-2000,0.208,0.635,0.74,0.266,0.339,0.66,0.976,0.913,0.169,0.0,0.86,0.801
2001-2010,0.162,0.827,0.884,0.228,0.322,0.646,0.778,0.869,0.189,0.86,0.0,0.87
2011-2018,0.514,0.906,0.977,0.552,0.464,0.361,0.567,0.892,0.432,0.801,0.87,0.0
