,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.063,0.151,0.213,0.818,0.794,0.225,0.083,0.368,0.131,0.213,0.054
1911-1920,0.063,0.0,0.523,0.418,0.115,0.393,0.555,0.489,0.293,0.003,0.7,0.525
1921-1930,0.151,0.523,0.0,0.189,0.323,0.134,0.464,0.494,0.193,0.011,0.758,0.129
1931-1940,0.213,0.418,0.189,0.0,0.446,0.894,0.324,0.197,0.218,0.007,0.17,0.201
1941-1950,0.818,0.115,0.323,0.446,0.0,0.704,0.147,0.145,0.19,0.055,0.25,0.061
1951-1960,0.794,0.393,0.134,0.894,0.704,0.0,0.26,0.312,0.55,0.196,0.229,0.297
1961-1970,0.225,0.555,0.464,0.324,0.147,0.26,0.0,0.838,0.462,0.036,0.542,0.272
1971-1980,0.083,0.489,0.494,0.197,0.145,0.312,0.838,0.0,0.391,0.04,0.674,0.31
1981-1990,0.368,0.293,0.193,0.218,0.19,0.55,0.462,0.391,0.0,0.009,0.381,0.327
1991-2000,0.131,0.003,0.011,0.007,0.055,0.196,0.036,0.04,0.009,0.0,0.034,0.008
2001-2010,0.213,0.7,0.758,0.17,0.25,0.229,0.542,0.674,0.381,0.034,0.0,0.639
2011-2018,0.054,0.525,0.129,0.201,0.061,0.297,0.272,0.31,0.327,0.008,0.639,0.0
