synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s26446,flügel,1901-1910,1911-1920,0.007176982304881055,0.21786844338233266
s26446,flügel,1911-1920,1921-1930,0.006827004424339356,0.30357071634790295
s26446,flügel,1921-1930,1931-1940,0.016875128068590386,0.0784127066967701
s26446,flügel,1931-1940,1941-1950,0.00895071384675632,0.7842798342560808
s26446,flügel,1941-1950,1951-1960,0.042823786855465604,1.3375383881834022
s26446,flügel,1951-1960,1961-1970,0.00704210815254527,0.15281223640654062
s26446,flügel,1961-1970,1971-1980,0.011966217822825021,0.38165324397950073
s26446,flügel,1971-1980,1981-1990,0.015709352129935118,0.5745600087320479
s26446,flügel,1981-1990,1991-2000,0.0068597838566288065,0.31374916198635155
s26446,flügel,1991-2000,2001-2010,0.05093716497232884,0.19821187163708204
