timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,3.4749963914148014,0.0
1901-1910,2001-2010,10,3.636112170303856,0.0
1911-1920,1951-1960,4,3.4342522622390446,0.0
1921-1930,1951-1960,3,3.7164638652891995,0.0
1931-1940,1991-2000,6,3.161844907591613,0.0
1931-1940,2001-2010,7,3.4436375055480726,0.0
1941-1950,1991-2000,5,3.279206288080253,0.0
1931-1940,2011-2018,8,2.7017379328971587,0.0
1951-1960,2001-2010,5,3.2784483024637923,0.0
1971-1980,1991-2000,2,3.4226550676835004,0.0
1971-1980,2001-2010,3,3.6473017523691964,0.0
1951-1960,1991-2000,4,3.199385005105589,0.0
1941-1950,2001-2010,6,3.552797089076089,0.0
1921-1930,1931-1940,1,3.3359875596040958,0.001
1921-1930,2001-2010,8,3.3393432870484654,0.001
1901-1910,2011-2018,11,3.328340576198554,0.002
1901-1910,1951-1960,5,3.3280500583024697,0.002
1961-1970,2001-2010,4,2.6823463790719284,0.003
1911-1920,2011-2018,10,3.0683941595883133,0.003
1911-1920,2001-2010,9,3.250309593993452,0.003
1921-1930,1961-1970,4,3.3336106154624017,0.004
1911-1920,1991-2000,8,3.0967570934641895,0.005
1981-1990,2001-2010,2,2.6557048854575434,0.005
1911-1920,1931-1940,2,2.8257479700521815,0.006
1921-1930,1991-2000,7,3.1346470088497536,0.006
1901-1910,1931-1940,3,2.7660315242815763,0.006
1921-1930,2011-2018,9,3.1867311630314,0.007
1931-1940,1971-1980,4,2.526921265991716,0.009
1951-1960,2011-2018,6,2.528816483732557,0.009
1981-1990,1991-2000,1,2.5310769259921604,0.01
1901-1910,1981-1990,8,3.013476641405816,0.011
1911-1920,1971-1980,6,3.2576409783732663,0.011
1961-1970,1991-2000,3,2.5051016198797376,0.011
1921-1930,1971-1980,5,3.0559895571400166,0.013
1901-1910,1971-1980,7,3.1864536969196484,0.014
1951-1960,1971-1980,2,2.6660341039401847,0.016
1911-1920,1981-1990,7,3.018429267714798,0.017
1931-1940,1951-1960,2,2.157212171603694,0.017
1911-1920,1941-1950,3,3.0230695706244783,0.018
1941-1950,2011-2018,7,2.5764838419691376,0.018
1921-1930,1981-1990,6,2.9764737146423412,0.019
1901-1910,1961-1970,6,2.8908938733133667,0.019
1931-1940,1981-1990,5,2.3589778545559077,0.019
1931-1940,1941-1950,1,2.178269320107683,0.022
1941-1950,1951-1960,1,2.568425367587514,0.024
1911-1920,1961-1970,5,2.826335524334794,0.027
1901-1910,1941-1950,4,2.8908299930795796,0.027
1961-1970,1971-1980,1,2.5533214027291176,0.038
1971-1980,2011-2018,4,2.4367130764624463,0.038
2001-2010,2011-2018,1,2.142213671089921,0.039
1991-2000,2011-2018,2,2.1399956854702835,0.047
