synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s25445,kasse,1901-1910,1911-1920,0.1242376985339893,0.9587785096149513
s25445,kasse,1911-1920,1921-1930,0.01979184447780177,0.339660336316914
s25445,kasse,1921-1930,1931-1940,0.06204596179666177,0.0976693682385039
s25445,kasse,1931-1940,1941-1950,0.05262482867012259,0.24613199215836384
s25445,kasse,1941-1950,1951-1960,0.007504156664365503,0.28280395982469136
s25445,kasse,1951-1960,1961-1970,0.04420938300877378,0.5547531177641611
s25445,kasse,1961-1970,1971-1980,0.013937181152647408,0.28746456921142205
s25445,kasse,1971-1980,1981-1990,0.01226155727814131,0.48454532027894587
s25445,kasse,1981-1990,1991-2000,0.029726552619455938,0.1433324072708391
s25445,kasse,1991-2000,2001-2010,0.01008732309518964,0.229845671341172
