,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001
1911-1920,0.007,0.0,0.002,0.052,0.005,0.057,0.002,0.116,0.001,0.017,0.018,0.049
1921-1930,0.001,0.002,0.0,0.296,0.008,0.0,0.006,0.017,0.003,0.001,0.006,0.027
1931-1940,0.0,0.052,0.296,0.0,0.068,0.466,0.157,0.537,0.296,0.146,0.058,0.115
1941-1950,0.0,0.005,0.008,0.068,0.0,0.398,0.015,0.071,0.093,0.004,0.001,0.02
1951-1960,0.0,0.057,0.0,0.466,0.398,0.0,0.914,0.284,0.891,0.355,0.006,0.047
1961-1970,0.0,0.002,0.006,0.157,0.015,0.914,0.0,0.072,0.272,0.003,0.0,0.023
1971-1980,0.0,0.116,0.017,0.537,0.071,0.284,0.072,0.0,0.194,0.069,0.063,0.088
1981-1990,0.0,0.001,0.003,0.296,0.093,0.891,0.272,0.194,0.0,0.296,0.067,0.097
1991-2000,0.001,0.017,0.001,0.146,0.004,0.355,0.003,0.069,0.296,0.0,0.636,0.388
2001-2010,0.0,0.018,0.006,0.058,0.001,0.006,0.0,0.063,0.067,0.636,0.0,0.846
2011-2018,0.001,0.049,0.027,0.115,0.02,0.047,0.023,0.088,0.097,0.388,0.846,0.0
