timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1941-1950,4,7.393458834162171,0.0
1901-1910,1931-1940,3,9.10218375655331,0.0
1901-1910,1961-1970,6,7.511929214003467,0.0
1901-1910,1951-1960,5,6.917219421763446,0.0
1901-1910,1971-1980,7,8.121363388610273,0.0
1901-1910,1981-1990,8,7.7672488517824085,0.0
1901-1910,2001-2010,10,6.9518827798563905,0.0
1921-1930,1951-1960,3,11.526841824611632,0.0
1961-1970,2001-2010,4,8.273048134491976,0.0
1901-1910,2011-2018,11,7.343818860283951,0.001
1911-1920,1981-1990,7,8.382196570593468,0.001
1901-1910,1991-2000,9,7.849236224317925,0.001
1921-1930,1991-2000,7,11.688804196281732,0.001
1941-1950,2001-2010,6,7.6479050078704205,0.001
1901-1910,1921-1930,2,11.386710117726384,0.001
1911-1920,1961-1970,5,8.268009293094748,0.002
1911-1920,1921-1930,1,11.330281882664526,0.002
1921-1930,1981-1990,6,11.631295295407947,0.003
1961-1970,1991-2000,3,8.83578317899757,0.003
1941-1950,1991-2000,5,8.375352159790086,0.004
1911-1920,1941-1950,3,7.246395725590178,0.005
1921-1930,1961-1970,4,11.65736143095408,0.006
1921-1930,2001-2010,8,11.130165536479302,0.006
1951-1960,2001-2010,5,7.192323321414123,0.006
1901-1910,1911-1920,1,6.235794569072682,0.007
1921-1930,1941-1950,2,11.205174775275523,0.008
1941-1950,1961-1970,2,7.767460388185709,0.015
1911-1920,1991-2000,8,8.06755473701842,0.017
1921-1930,1971-1980,5,11.67187665235438,0.017
1911-1920,2001-2010,9,6.838187877980304,0.018
1941-1950,2011-2018,7,7.935382284858557,0.02
1961-1970,2011-2018,5,8.622248410821879,0.023
1921-1930,2011-2018,9,11.432684245636889,0.027
1951-1960,2011-2018,6,7.819183567090766,0.047
1911-1920,2011-2018,10,7.58302126135287,0.049
