event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1921-1930,44.9153840362605,0.033,2,"1911-1920,1921-1930",sudden_shift
1,1901-1910,1951-1960,45.621641723697586,0.027,5,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960",sudden_shift
2,1901-1910,2011-2018,54.64159228061325,0.036,11,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
