synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s47572,schimmel,1901-1910,1911-1920,0.20940213435186192,0.3140147057848649
s47572,schimmel,1911-1920,1921-1930,0.05943232792536464,0.04370600994509
s47572,schimmel,1921-1930,1931-1940,0.0508926201730176,0.06780456199533078
s47572,schimmel,1931-1940,1941-1950,0.09387552324451046,0.10402359110856768
s47572,schimmel,1941-1950,1951-1960,0.20651081341902647,0.09650923297955644
s47572,schimmel,1951-1960,1961-1970,0.06972364480035531,0.11251125524033097
s47572,schimmel,1961-1970,1971-1980,0.09781657447402145,0.046604838613078986
s47572,schimmel,1971-1980,1981-1990,0.10270133143105269,0.07505723350506491
s47572,schimmel,1981-1990,1991-2000,0.07928880515851848,0.16729066613904806
s47572,schimmel,1991-2000,2001-2010,0.07604450137276571,0.07389473232986343
