,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.963,0.734,0.508,0.341,0.964,0.589,0.808,0.505,0.289,0.96,0.471
1911-1920,0.963,0.0,0.713,0.753,0.365,0.863,0.685,0.597,0.501,0.285,0.868,0.591
1921-1930,0.734,0.713,0.0,0.968,1.0,0.51,0.891,0.506,0.137,0.107,0.618,0.877
1931-1940,0.508,0.753,0.968,0.0,0.663,0.708,0.839,0.259,0.073,0.029,0.387,0.403
1941-1950,0.341,0.365,1.0,0.663,0.0,0.28,0.781,0.254,0.055,0.049,0.211,0.563
1951-1960,0.964,0.863,0.51,0.708,0.28,0.0,0.637,0.586,0.586,0.443,0.978,0.554
1961-1970,0.589,0.685,0.891,0.839,0.781,0.637,0.0,0.256,0.083,0.04,0.293,0.483
1971-1980,0.808,0.597,0.506,0.259,0.254,0.586,0.256,0.0,0.605,0.768,0.7,0.329
1981-1990,0.505,0.501,0.137,0.073,0.055,0.586,0.083,0.605,0.0,0.704,0.534,0.084
1991-2000,0.289,0.285,0.107,0.029,0.049,0.443,0.04,0.768,0.704,0.0,0.278,0.022
2001-2010,0.96,0.868,0.618,0.387,0.211,0.978,0.293,0.7,0.534,0.278,0.0,0.406
2011-2018,0.471,0.591,0.877,0.403,0.563,0.554,0.483,0.329,0.084,0.022,0.406,0.0
