,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.726,0.006,0.225,0.388,0.115,0.192,0.023,0.111,0.021,0.121,0.006
1911-1920,0.726,0.0,0.134,0.111,0.051,0.067,0.39,0.011,0.002,0.0,0.009,0.001
1921-1930,0.006,0.134,0.0,0.006,0.046,0.025,0.162,0.004,0.0,0.0,0.0,0.0
1931-1940,0.225,0.111,0.006,0.0,0.336,0.098,0.05,0.002,0.003,0.037,0.053,0.0
1941-1950,0.388,0.051,0.046,0.336,0.0,0.31,0.203,0.284,0.303,0.016,0.094,0.042
1951-1960,0.115,0.067,0.025,0.098,0.31,0.0,0.045,0.11,0.114,0.001,0.015,0.019
1961-1970,0.192,0.39,0.162,0.05,0.203,0.045,0.0,0.089,0.131,0.001,0.06,0.002
1971-1980,0.023,0.011,0.004,0.002,0.284,0.11,0.089,0.0,0.709,0.005,0.106,0.367
1981-1990,0.111,0.002,0.0,0.003,0.303,0.114,0.131,0.709,0.0,0.017,0.298,0.163
1991-2000,0.021,0.0,0.0,0.037,0.016,0.001,0.001,0.005,0.017,0.0,0.847,0.019
2001-2010,0.121,0.009,0.0,0.053,0.094,0.015,0.06,0.106,0.298,0.847,0.0,0.068
2011-2018,0.006,0.001,0.0,0.0,0.042,0.019,0.002,0.367,0.163,0.019,0.068,0.0
