timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1991-2000,8,2.871243198521688,0.0
1921-1930,1981-1990,6,3.1840939452612087,0.0
1921-1930,2001-2010,8,3.2819068812299563,0.0
1921-1930,1991-2000,7,3.6410830007747816,0.0
1931-1940,2011-2018,8,3.3514396999795104,0.0
1921-1930,2011-2018,9,3.906708925178103,0.0
1911-1920,2011-2018,10,3.41611538474351,0.001
1961-1970,1991-2000,3,2.682398694265192,0.001
1951-1960,1991-2000,4,2.6005316079253653,0.001
1911-1920,1981-1990,7,3.110450405606697,0.002
1961-1970,2011-2018,5,3.2404499286736943,0.002
1931-1940,1971-1980,4,3.0447297372238045,0.002
1931-1940,1981-1990,5,2.8696080709476424,0.003
1921-1930,1971-1980,5,3.013272038332747,0.004
1971-1980,1991-2000,2,2.444529115177316,0.005
1901-1910,1921-1930,2,2.7844988619688005,0.006
1921-1930,1931-1940,1,2.9368127131006463,0.006
1901-1910,2011-2018,11,2.835711416921739,0.006
1911-1920,2001-2010,9,2.548353432836146,0.009
1911-1920,1971-1980,6,2.9156257690843472,0.011
1951-1960,2001-2010,5,2.439806419677334,0.015
1941-1950,1991-2000,5,2.1583783478689575,0.016
1981-1990,1991-2000,1,2.1673123970872163,0.017
1951-1960,2011-2018,6,2.8789337779377266,0.019
1991-2000,2011-2018,2,2.340307355290204,0.019
1901-1910,1991-2000,9,2.0744275608360856,0.021
1901-1910,1971-1980,7,2.4816801241611643,0.023
1921-1930,1951-1960,3,2.777120101918716,0.025
1931-1940,1991-2000,6,2.2043859123603533,0.037
1941-1950,2011-2018,7,2.462906380898998,0.042
1951-1960,1961-1970,1,2.684095531996627,0.045
1921-1930,1941-1950,2,2.432227792313074,0.046
