,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.569,0.034,0.012,0.034,0.792,0.147,0.089,0.059,0.006,0.024,0.026
1911-1920,0.569,0.0,0.31,0.318,0.023,0.683,0.161,0.062,0.131,0.064,0.076,0.023
1921-1930,0.034,0.31,0.0,0.099,0.039,0.187,0.169,0.008,0.051,0.063,0.059,0.005
1931-1940,0.012,0.318,0.099,0.0,0.0,0.255,0.081,0.01,0.039,0.062,0.269,0.012
1941-1950,0.034,0.023,0.039,0.0,0.0,0.258,0.767,0.013,0.327,0.08,0.055,0.102
1951-1960,0.792,0.683,0.187,0.255,0.258,0.0,0.476,0.947,0.774,0.255,0.235,0.524
1961-1970,0.147,0.161,0.169,0.081,0.767,0.476,0.0,0.388,0.705,0.315,0.216,0.656
1971-1980,0.089,0.062,0.008,0.01,0.013,0.947,0.388,0.0,0.25,0.006,0.012,0.179
1981-1990,0.059,0.131,0.051,0.039,0.327,0.774,0.705,0.25,0.0,0.541,0.492,0.805
1991-2000,0.006,0.064,0.063,0.062,0.08,0.255,0.315,0.006,0.541,0.0,0.626,0.286
2001-2010,0.024,0.076,0.059,0.269,0.055,0.235,0.216,0.012,0.492,0.626,0.0,0.205
2011-2018,0.026,0.023,0.005,0.012,0.102,0.524,0.656,0.179,0.805,0.286,0.205,0.0
